X1,X2,Y1,Y2,ProbabilityWeight,prefix,PointProbability
0.0506693909487,1097.99158506,59.1345648815,3843.00601627,0.05,651,0.000965856923782
0.0506693909487,1853.19913362,97.4004714069,6486.23243623,0.05,652,0.000965856923782
0.0506693909487,1441.22173531,76.5258275501,5044.31154216,0.05,653,0.000965856923782
0.0506693909487,1100.71340182,59.2724776794,3852.53237496,0.05,654,0.000965856923782
0.0506693909487,454.300631875,26.5191363247,1590.08768014,0.05,655,0.000965856923782
0.0506693909487,1473.51959848,78.1623406058,5157.35406324,0.05,656,0.000965856923782
0.0506693909487,1590.79549219,84.1046387133,5567.81969125,0.05,657,0.000965856923782
0.0506693909487,1121.92246577,60.3471280321,3926.76409876,0.05,658,0.000965856923782
0.0506693909487,1925.5497963,101.06643542,6739.45975562,0.05,659,0.000965856923782
0.0506693909487,1572.82095299,83.1938797595,5504.90880405,0.05,660,0.000965856923782
0.0506693909487,1455.10123238,77.2290932135,5092.88978191,0.05,661,0.000965856923782
0.0506693909487,427.407887398,25.1564973411,1495.96307447,0.05,662,0.000965856923782
0.0506693909487,1161.13605051,62.3340564881,4064.01164537,0.05,663,0.000965856923782
0.0506693909487,1562.10068231,82.6506901729,5467.38785664,0.05,665,0.000965856923782
0.0506693909487,1619.55505042,85.5618680126,5668.47814504,0.05,664,0.000965856923782
0.0506693909487,958.668069672,52.0751272122,3355.37371242,0.05,666,0.000965856923782
0.0506693909487,1392.84077133,74.0743935717,4874.97816822,0.05,668,0.000965856923782
0.0506693909487,655.755708612,36.7267423665,2295.18044872,0.05,670,0.000965856923782
0.0506693909487,845.076147664,46.3194937074,2957.8019854,0.05,667,0.000965856923782
0.0506693909487,7.35898548909,3.87287531273,25.7919177855,0.05,671,0.000965856923782
0.0506693909487,1391.21136754,73.9918326739,4869.27525495,0.05,669,0.000965856923782
0.0506693909487,1915.4061321,100.552462133,6703.95693091,0.05,672,0.000965856923782
0.0506693909487,1631.97871662,86.1913676121,5711.96097673,0.05,673,0.000965856923782
0.0506693909487,1099.55857953,59.213963537,3848.49049691,0.05,674,0.000965856923782
0.0506693909487,1686.82404926,88.9703472137,5903.91964099,0.05,675,0.000965856923782
0.0506693909487,660.90025675,36.9874134874,2313.1863672,0.05,676,0.000965856923782
0.0506693909487,680.181429414,37.964378763,2380.67047152,0.05,677,0.000965856923782
0.0506693909487,627.298511245,35.2848335078,2195.58025793,0.05,678,0.000965856923782
0.0506693909487,680.613756804,37.9862845285,2382.18361739,0.05,679,0.000965856923782
0.0506693909487,411.943055785,24.3729037422,1441.83616382,0.05,680,0.000965856923782
0.0506693909487,294.254529824,18.4096978101,1029.92632296,0.05,682,0.000965856923782
0.0506693909487,1581.89237061,83.6535229654,5536.65876572,0.05,681,0.000965856923782
0.0506693909487,1174.97351141,63.035192204,4112.44275851,0.05,683,0.000965856923782
0.0506693909487,1316.52809384,70.2076766818,4607.88379702,0.05,685,0.000965856923782
0.0506693909487,25.5522513822,4.7947170149,89.4683484112,0.05,684,0.000965856923782
0.0506693909487,373.934795236,22.4470483291,1308.8072519,0.05,686,0.000965856923782
0.0506693909487,1775.49971449,93.4634891626,6214.28446928,0.05,687,0.000965856923782
0.0506693909487,1434.34798844,76.1775389827,5020.25342811,0.05,688,0.000965856923782
0.0506693909487,446.621573634,26.1300431206,1563.21097629,0.05,690,0.000965856923782
0.0506693909487,856.750213275,46.9110115018,2998.66121504,0.05,691,0.000965856923782
0.0506693909487,1309.89955769,69.8718127919,4584.68392048,0.05,692,0.000965856923782
0.0506693909487,1635.99849577,86.3950473736,5726.03020377,0.05,689,0.000965856923782
0.0506693909487,386.38714058,23.0780010836,1352.3904606,0.05,693,0.000965856923782
0.0506693909487,1370.95343586,72.9653756142,4798.37249409,0.05,694,0.000965856923782
0.0506693909487,1887.95308161,99.1614327847,6607.8712542,0.05,695,0.000965856923782
0.0506693909487,372.054648207,22.3517824242,1302.2267373,0.05,696,0.000965856923782
0.0506693909487,705.044081599,39.2241542066,2467.68975417,0.05,697,0.000965856923782
0.0506693909487,906.809267333,49.4474732824,3173.86790424,0.05,698,0.000965856923782
0.0506693909487,1816.30117256,95.5308741928,6357.08957252,0.05,699,0.000965856923782
0.0506693909487,1321.71144926,70.4703141439,4626.02554098,0.05,700,0.000965856923782
0.104880036586,936.044841291,101.672417201,3276.23036055,0.05,701,0.000869232184154
0.104880036586,1279.09771243,137.651814877,4476.91540953,0.05,702,0.000869232184154
0.104880036586,498.318906989,55.7637051968,1744.18959049,0.05,703,0.000869232184154
0.104880036586,578.342049052,64.156535264,2024.27058771,0.05,704,0.000869232184154
0.104880036586,1073.82443153,116.122745666,3758.45892639,0.05,705,0.000869232184154
0.104880036586,1826.64347389,195.078434372,6393.32557465,0.05,706,0.000869232184154
0.104880036586,1044.34419122,113.030856984,3655.27808528,0.05,707,0.000869232184154
0.104880036586,1962.04605651,209.279462191,6867.23461382,0.05,708,0.000869232184154
0.104880036586,1070.89077427,115.815063585,3748.19112597,0.05,709,0.000869232184154
0.104880036586,1205.32042049,129.914049799,4218.69488774,0.05,710,0.000869232184154
0.104880036586,1846.89457152,197.202370233,6464.20441635,0.05,711,0.000869232184154
0.104880036586,1997.36973131,212.984210496,6990.86747561,0.05,713,0.000869232184154
0.104880036586,347.638160071,39.9603029471,1216.80697627,0.05,714,0.000869232184154
0.104880036586,1113.64124508,120.298734529,3897.81777382,0.05,715,0.000869232184154
0.104880036586,1640.65157474,175.571597184,5742.35392762,0.05,712,0.000869232184154
0.104880036586,282.592608194,33.1383230864,989.147544703,0.05,716,0.000869232184154
0.104880036586,86.2569031506,12.5466271583,301.972577053,0.05,717,0.000869232184154
0.104880036586,1889.41402964,201.661812555,6613.02251975,0.05,718,0.000869232184154
0.104880036586,18.4446391692,5.43447443089,64.629653118,0.05,720,0.000869232184154
0.104880036586,131.252543566,17.2657715712,459.457318505,0.05,719,0.000869232184154
0.104880036586,1197.33352847,129.076384272,4190.74076568,0.05,723,0.000869232184154
0.104880036586,1737.8758252,185.76848013,6082.63880422,0.05,721,0.000869232184154
0.104880036586,83.2135891736,12.227444277,291.320978133,0.05,722,0.000869232184154
0.104880036586,273.223195754,32.155658767,956.354601166,0.05,725,0.000869232184154
0.104880036586,1021.93236095,110.680303406,3576.83667936,0.05,726,0.000869232184154
0.104880036586,1778.54355047,190.033712644,6224.97584267,0.05,727,0.000869232184154
0.104880036586,425.275610859,48.1029216262,1488.53805403,0.05,724,0.000869232184154
0.104880036586,150.833647268,19.3194384439,527.991181462,0.05,728,0.000869232184154
0.104880036586,1467.89396402,157.452772652,5137.7022901,0.05,729,0.000869232184154
0.104880036586,1209.03164502,130.303283164,4231.68417361,0.05,730,0.000869232184154
0.104880036586,743.930774448,81.5234868419,2603.8311266,0.05,732,0.000869232184154
0.104880036586,426.671415201,48.2493136367,1493.42336923,0.05,733,0.000869232184154
0.104880036586,673.799919121,74.1681601694,2358.37313295,0.05,734,0.000869232184154
0.104880036586,411.360996871,46.6435564021,1439.83690507,0.05,731,0.000869232184154
0.104880036586,1876.96149384,200.355790145,6569.43864445,0.05,735,0.000869232184154
0.104880036586,113.292341147,15.3821048845,396.59661004,0.05,736,0.000869232184154
0.104880036586,1048.56024986,113.473037369,3670.03429055,0.05,737,0.000869232184154
0.104880036586,299.336688197,34.8944428098,1047.75182472,0.05,739,0.000869232184154
0.104880036586,233.863712809,28.0276347556,818.596410856,0.05,740,0.000869232184154
0.104880036586,1740.14328833,186.006291746,6090.57492519,0.05,738,0.000869232184154
0.104880036586,1443.05451574,154.847610407,5050.76422111,0.05,742,0.000869232184154
0.104880036586,506.332860912,56.6042089773,1772.23842922,0.05,743,0.000869232184154
0.104880036586,496.101250988,55.5311173542,1736.42779448,0.05,741,0.000869232184154
0.104880036586,250.530914927,29.7756915236,876.931618272,0.05,744,0.000869232184154
0.104880036586,553.694990592,61.5715508711,1938.0058831,0.05,745,0.000869232184154
0.104880036586,1928.02381747,205.711208515,6748.15677716,0.05,746,0.000869232184154
0.104880036586,962.88836537,104.487766989,3370.18269482,0.05,747,0.000869232184154
0.104880036586,1640.96076173,175.604024727,5743.43608207,0.05,748,0.000869232184154
0.104880036586,857.299073799,93.4135582256,3000.62017432,0.05,749,0.000869232184154
0.104880036586,1114.09456961,120.346279221,3899.40440965,0.05,750,0.000869232184154
0.104880036586,1097.99158506,118.657397612,3843.04396372,0.05,751,0.000869232184154
0.104880036586,1853.19913362,197.863592936,6486.27038368,0.05,752,0.000869232184154
0.104880036586,1441.22173531,154.655388328,5044.34948961,0.05,753,0.000869232184154
0.104880036586,1100.71340182,118.942861854,3852.57032241,0.05,754,0.000869232184154
0.104880036586,454.300631875,51.1470668923,1590.12562759,0.05,755,0.000869232184154
0.104880036586,1473.51959848,158.042789399,5157.39201069,0.05,756,0.000869232184154
0.104880036586,1590.79549219,170.342689423,5567.8576387,0.05,757,0.000869232184154
0.104880036586,1121.92246577,121.167269257,3926.80204621,0.05,758,0.000869232184154
0.104880036586,1925.5497963,205.451733085,6739.49770307,0.05,759,0.000869232184154
0.104880036586,1572.82095299,168.457519094,5504.9467515,0.05,760,0.000869232184154
0.104880036586,1455.10123238,156.111070489,5092.92772937,0.05,761,0.000869232184154
0.104880036586,427.407887398,48.3265548676,1496.00102192,0.05,762,0.000869232184154
0.104880036586,1562.10068231,167.333176712,5467.4258041,0.05,765,0.000869232184154
0.104880036586,1161.13605051,125.27999146,4064.04959282,0.05,763,0.000869232184154
0.104880036586,1619.55505042,173.358992942,5668.51609249,0.05,764,0.000869232184154
0.104880036586,845.076147664,92.1316172853,2957.83993285,0.05,767,0.000869232184154
0.104880036586,958.668069672,104.045142221,3355.41165988,0.05,766,0.000869232184154
0.104880036586,1392.84077133,149.581191056,4875.01611568,0.05,768,0.000869232184154
0.104880036586,1391.21136754,149.410299127,4869.3132024,0.05,769,0.000869232184154
0.104880036586,655.755708612,72.275682711,2295.21839617,0.05,770,0.000869232184154
0.104880036586,7.35898548909,4.27181066733,25.8298652374,0.05,771,0.000869232184154
0.104880036586,1915.4061321,204.387865212,6703.99487837,0.05,772,0.000869232184154
0.104880036586,1099.55857953,118.82174405,3848.52844437,0.05,774,0.000869232184154
0.104880036586,1686.82404926,180.414168001,5903.95758844,0.05,775,0.000869232184154
0.104880036586,1631.97871662,174.661987507,5711.99892418,0.05,773,0.000869232184154
0.104880036586,680.181429414,74.8374532024,2380.70841898,0.05,777,0.000869232184154
0.104880036586,627.298511245,69.29109081,2195.61820538,0.05,778,0.000869232184154
0.104880036586,660.90025675,72.815243108,2313.22431465,0.05,776,0.000869232184154
0.104880036586,680.613756804,74.8827957148,2382.22156484,0.05,779,0.000869232184154
0.104880036586,411.943055785,46.7046027623,1441.87411127,0.05,780,0.000869232184154
0.104880036586,1581.89237061,169.408929706,5536.69671318,0.05,781,0.000869232184154
0.104880036586,294.254529824,34.3614258537,1029.96427041,0.05,782,0.000869232184154
0.104880036586,25.5522513822,6.17992105983,89.5062958632,0.05,784,0.000869232184154
0.104880036586,1316.52809384,141.577514649,4607.92174447,0.05,785,0.000869232184154
0.104880036586,1174.97351141,126.731264865,4112.48070596,0.05,783,0.000869232184154
0.104880036586,1775.49971449,189.714475015,6214.32241673,0.05,787,0.000869232184154
0.104880036586,1434.34798844,153.934469505,5020.29137557,0.05,788,0.000869232184154
0.104880036586,373.934795236,42.7182950053,1308.84519935,0.05,786,0.000869232184154
0.104880036586,1635.99849577,175.083582092,5726.06815122,0.05,789,0.000869232184154
0.104880036586,446.621573634,50.341686983,1563.24892375,0.05,790,0.000869232184154
0.104880036586,856.750213275,93.3559937137,2998.69916249,0.05,791,0.000869232184154
0.104880036586,1309.89955769,140.882313535,4584.72186793,0.05,792,0.000869232184154
0.104880036586,386.38714058,44.0242974406,1352.42840806,0.05,793,0.000869232184154
0.104880036586,1370.95343586,147.285646512,4798.41044155,0.05,794,0.000869232184154
0.104880036586,1887.95308161,201.508588273,6607.90920165,0.05,795,0.000869232184154
0.104880036586,372.054648207,42.5211051161,1302.26468475,0.05,796,0.000869232184154
0.104880036586,705.044081599,77.4450490731,2467.72770162,0.05,797,0.000869232184154
0.104880036586,906.809267333,98.6061891349,3173.90585169,0.05,798,0.000869232184154
0.104880036586,1816.30117256,193.99373343,6357.12751997,0.05,799,0.000869232184154
0.104880036586,1321.71144926,142.121145155,4626.06348844,0.05,800,0.000869232184154
0.168324123847,936.044841291,161.058927792,3276.27477141,0.05,801,0.000699905564156
0.168324123847,1279.09771243,218.80300176,4476.95982039,0.05,802,0.000699905564156
0.168324123847,578.342049052,100.848918691,2024.31499857,0.05,804,0.000699905564156
0.168324123847,1073.82443153,184.250556603,3758.50333725,0.05,805,0.000699905564156
0.168324123847,1826.64347389,310.968162324,6393.36998552,0.05,806,0.000699905564156
0.168324123847,498.318906989,87.3790934155,1744.23400135,0.05,803,0.000699905564156
0.168324123847,1044.34419122,179.288320982,3655.32249615,0.05,807,0.000699905564156
0.168324123847,1962.04605651,333.75968341,6867.27902468,0.05,808,0.000699905564156
0.168324123847,1070.89077427,183.756751315,3748.23553683,0.05,809,0.000699905564156
0.168324123847,1205.32042049,206.384503734,4218.7392986,0.05,810,0.000699905564156
0.168324123847,1846.89457152,314.37691059,6464.24882721,0.05,811,0.000699905564156
0.168324123847,1640.65157474,279.661238857,5742.39833848,0.05,812,0.000699905564156
0.168324123847,1997.36973131,339.705510022,6990.91188647,0.05,813,0.000699905564156
0.168324123847,1113.64124508,190.952686859,3897.86218468,0.05,815,0.000699905564156
0.168324123847,282.592608194,51.0671531799,989.191955564,0.05,816,0.000699905564156
0.168324123847,347.638160071,62.0158887099,1216.85138714,0.05,814,0.000699905564156
0.168324123847,1889.41402964,321.533961123,6613.06693061,0.05,818,0.000699905564156
0.168324123847,131.252543566,25.5929693984,459.501729366,0.05,819,0.000699905564156
0.168324123847,86.2569031506,18.0191176486,302.016987914,0.05,817,0.000699905564156
0.168324123847,18.4446391692,6.60467772784,64.6740639791,0.05,820,0.000699905564156
0.168324123847,1737.8758252,296.026425632,6082.68321508,0.05,821,0.000699905564156
0.168324123847,83.2135891736,17.5068544898,291.365388994,0.05,822,0.000699905564156
0.168324123847,1197.33352847,205.040117133,4190.78517654,0.05,823,0.000699905564156
0.168324123847,425.275610859,75.0841445914,1488.58246489,0.05,824,0.000699905564156
0.168324123847,273.223195754,49.4900550401,956.399012027,0.05,825,0.000699905564156
0.168324123847,1021.93236095,175.515869289,3576.88109023,0.05,826,0.000699905564156
0.168324123847,1778.54355047,302.871784857,6225.02025353,0.05,827,0.000699905564156
0.168324123847,150.833647268,28.888941523,528.035592323,0.05,828,0.000699905564156
0.168324123847,1467.89396402,250.581965395,5137.74670096,0.05,829,0.000699905564156
0.168324123847,1209.03164502,207.009192352,4231.72858447,0.05,830,0.000699905564156
0.168324123847,411.360996871,72.7419793833,1439.88131594,0.05,831,0.000699905564156
0.168324123847,743.930774448,128.721495812,2603.87553746,0.05,832,0.000699905564156
0.168324123847,426.671415201,75.3190921344,1493.46778009,0.05,833,0.000699905564156
0.168324123847,673.799919121,116.916781034,2358.41754381,0.05,834,0.000699905564156
0.168324123847,1876.96149384,319.437898945,6569.48305531,0.05,835,0.000699905564156
0.168324123847,113.292341147,22.5698340622,396.641020901,0.05,836,0.000699905564156
0.168324123847,1048.56024986,179.997985359,3670.07870141,0.05,837,0.000699905564156
0.168324123847,1740.14328833,296.408094377,6090.61933605,0.05,838,0.000699905564156
0.168324123847,299.336688197,53.8855857761,1047.79623558,0.05,839,0.000699905564156
0.168324123847,233.863712809,42.8649045582,818.640821717,0.05,840,0.000699905564156
0.168324123847,496.101250988,87.005808412,1736.47220534,0.05,841,0.000699905564156
0.168324123847,1443.05451574,246.400887026,5050.80863197,0.05,842,0.000699905564156
0.168324123847,506.332860912,88.728035188,1772.28284008,0.05,843,0.000699905564156
0.168324123847,553.694990592,96.7002241701,1938.05029396,0.05,845,0.000699905564156
0.168324123847,250.530914927,45.6703967518,876.976029133,0.05,844,0.000699905564156
0.168324123847,1928.02381747,328.032919832,6748.20118802,0.05,846,0.000699905564156
0.168324123847,962.88836537,165.577340464,3370.22710568,0.05,847,0.000699905564156
0.168324123847,1640.96076173,279.713282486,5743.48049293,0.05,848,0.000699905564156
0.168324123847,857.299073799,147.804115472,3000.66458518,0.05,849,0.000699905564156
0.168324123847,1114.09456961,191.028992312,3899.44882051,0.05,850,0.000699905564156
0.168324123847,1097.99158506,188.318471546,3843.08837458,0.05,851,0.000699905564156
0.168324123847,1853.19913362,315.43812048,6486.31479454,0.05,852,0.000699905564156
0.168324123847,1100.71340182,188.776618969,3852.61473327,0.05,854,0.000699905564156
0.168324123847,454.300631875,79.9697558236,1590.17003845,0.05,855,0.000699905564156
0.168324123847,1473.51959848,251.528895385,5157.43642156,0.05,856,0.000699905564156
0.168324123847,1441.22173531,246.092385866,5044.39390047,0.05,853,0.000699905564156
0.168324123847,1590.79549219,271.269257443,5567.90204956,0.05,857,0.000699905564156
0.168324123847,1121.92246577,192.346616075,3926.84645708,0.05,858,0.000699905564156
0.168324123847,1925.5497963,327.616482386,6739.54211393,0.05,859,0.000699905564156
0.168324123847,1572.82095299,268.243708881,5504.99116237,0.05,860,0.000699905564156
0.168324123847,427.407887398,75.4430581717,1496.04543278,0.05,862,0.000699905564156
0.168324123847,1455.10123238,248.42864005,5092.97214023,0.05,861,0.000699905564156
0.168324123847,1619.55505042,276.110184884,5668.56050335,0.05,864,0.000699905564156
0.168324123847,1161.13605051,198.94720837,4064.09400368,0.05,863,0.000699905564156
0.168324123847,1562.10068231,266.43922871,5467.47021496,0.05,865,0.000699905564156
0.168324123847,958.668069672,164.866962888,3355.45607074,0.05,866,0.000699905564156
0.168324123847,845.076147664,145.74670214,2957.88434371,0.05,867,0.000699905564156
0.168324123847,1392.84077133,237.948702493,4875.06052654,0.05,868,0.000699905564156
0.168324123847,1391.21136754,237.674434527,4869.35761326,0.05,869,0.000699905564156
0.168324123847,655.755708612,113.87950511,2295.26280703,0.05,870,0.000699905564156
0.168324123847,7.35898548909,4.73869478485,25.8742760985,0.05,871,0.000699905564156
0.168324123847,1915.4061321,325.909058997,6704.03928923,0.05,872,0.000699905564156
0.168324123847,1631.97871662,278.201387612,5712.04333504,0.05,873,0.000699905564156
0.168324123847,1099.55857953,188.582234517,3848.57285523,0.05,874,0.000699905564156
0.168324123847,1686.82404926,287.433180176,5904.0019993,0.05,875,0.000699905564156
0.168324123847,680.181429414,117.990943163,2380.75282984,0.05,877,0.000699905564156
0.168324123847,627.298511245,109.089472296,2195.66261624,0.05,878,0.000699905564156
0.168324123847,660.90025675,114.745456668,2313.26872551,0.05,876,0.000699905564156
0.168324123847,680.613756804,118.063714292,2382.2659757,0.05,879,0.000699905564156
0.168324123847,411.943055785,72.83995394,1441.91852214,0.05,880,0.000699905564156
0.168324123847,1581.89237061,269.770647304,5536.74112404,0.05,881,0.000699905564156
0.168324123847,1174.97351141,201.276386852,4112.52511682,0.05,883,0.000699905564156
0.168324123847,294.254529824,53.0301359207,1030.00868127,0.05,882,0.000699905564156
0.168324123847,25.5522513822,7.80106032623,89.5507067243,0.05,884,0.000699905564156
0.168324123847,1316.52809384,225.103437916,4607.96615533,0.05,885,0.000699905564156
0.168324123847,373.934795236,66.442246784,1308.88961021,0.05,886,0.000699905564156
0.168324123847,1775.49971449,302.359433832,6214.36682759,0.05,887,0.000699905564156
0.168324123847,1434.34798844,244.935368446,5020.33578643,0.05,888,0.000699905564156
0.168324123847,1635.99849577,278.878013416,5726.11256208,0.05,889,0.000699905564156
0.168324123847,446.621573634,78.6771850732,1563.29333461,0.05,890,0.000699905564156
0.168324123847,856.750213275,147.711729005,2998.74357335,0.05,891,0.000699905564156
0.168324123847,1309.89955769,223.987695376,4584.76627879,0.05,892,0.000699905564156
0.168324123847,386.38714058,68.538276904,1352.47281892,0.05,893,0.000699905564156
0.168324123847,1370.95343586,234.264535927,4798.45485241,0.05,894,0.000699905564156
0.168324123847,1887.95308161,321.288048326,6607.95361251,0.05,895,0.000699905564156
0.168324123847,372.054648207,66.1257726827,1302.30909561,0.05,896,0.000699905564156
0.168324123847,705.044081599,122.175927309,2467.77211248,0.05,897,0.000699905564156
0.168324123847,906.809267333,156.13787542,3173.95026255,0.05,898,0.000699905564156
0.168324123847,1816.30117256,309.227303513,6357.17193083,0.05,899,0.000699905564156
0.168324123847,1321.71144926,225.975921676,4626.1078993,0.05,900,0.000699905564156
0.256310051772,936.044841291,243.417701732,3276.33636156,0.05,901,0.000438746816083
0.256310051772,1279.09771243,331.345600894,4477.02141054,0.05,902,0.000438746816083
0.256310051772,498.318906989,131.224144849,1744.2955915,0.05,903,0.000438746816083
0.256310051772,578.342049052,151.734880534,2024.37658872,0.05,904,0.000438746816083
0.256310051772,1073.82443153,278.73199564,3758.5649274,0.05,905,0.000438746816083
0.256310051772,1826.64347389,471.687083363,6393.43157567,0.05,906,0.000438746816083
0.256310051772,1044.34419122,271.175913718,3655.3840863,0.05,907,0.000438746816083
0.256310051772,1962.04605651,506.392126323,6867.34061483,0.05,908,0.000438746816083
0.256310051772,1070.89077427,277.980069795,3748.29712698,0.05,909,0.000438746816083
0.256310051772,1205.32042049,312.435739377,4218.80088875,0.05,910,0.000438746816083
0.256310051772,1846.89457152,476.877643244,6464.31041736,0.05,911,0.000438746816083
0.256310051772,1640.65157474,424.015490061,5742.45992863,0.05,912,0.000438746816083
0.256310051772,1997.36973131,515.44593924,6990.97347662,0.05,913,0.000438746816083
0.256310051772,347.638160071,92.6031548057,1216.91297729,0.05,914,0.000438746816083
0.256310051772,1113.64124508,288.937445183,3897.92377483,0.05,915,0.000438746816083
0.256310051772,282.592608194,75.9313260364,989.253545714,0.05,916,0.000438746816083
0.256310051772,86.2569031506,25.6085113122,302.078578063,0.05,917,0.000438746816083
0.256310051772,1889.41402964,487.775807754,6613.12852076,0.05,918,0.000438746816083
0.256310051772,18.4446391692,8.22754642038,64.7356541286,0.05,920,0.000438746816083
0.256310051772,131.252543566,37.1413462365,459.563319516,0.05,919,0.000438746816083
0.256310051772,1737.8758252,448.93504273,6082.74480523,0.05,921,0.000438746816083
0.256310051772,83.2135891736,24.8284793492,291.426979144,0.05,922,0.000438746816083
0.256310051772,1197.33352847,310.388618671,4190.84676669,0.05,923,0.000438746816083
0.256310051772,425.275610859,112.502413837,1488.64405504,0.05,924,0.000438746816083
0.256310051772,273.223195754,73.5298514491,956.460602176,0.05,925,0.000438746816083
0.256310051772,1021.93236095,265.431536344,3576.94268038,0.05,926,0.000438746816083
0.256310051772,1778.54355047,459.358589499,6225.08184368,0.05,927,0.000438746816083
0.256310051772,1467.89396402,379.735977914,5137.80829111,0.05,929,0.000438746816083
0.256310051772,150.833647268,42.1601799401,528.097182473,0.05,928,0.000438746816083
0.256310051772,1209.03164502,313.38696353,4231.79017462,0.05,930,0.000438746816083
0.256310051772,411.360996871,108.935958405,1439.94290609,0.05,931,0.000438746816083
0.256310051772,743.930774448,194.176935314,2603.93712761,0.05,932,0.000438746816083
0.256310051772,673.799919121,176.201692154,2358.47913396,0.05,934,0.000438746816083
0.256310051772,1876.96149384,484.584097659,6569.54464546,0.05,935,0.000438746816083
0.256310051772,113.292341147,32.5379658247,396.70261105,0.05,936,0.000438746816083
0.256310051772,426.671415201,112.86017252,1493.52937024,0.05,933,0.000438746816083
0.256310051772,1048.56024986,272.256531928,3670.14029156,0.05,937,0.000438746816083
0.256310051772,1740.14328833,449.516216323,6090.6809262,0.05,938,0.000438746816083
0.256310051772,299.336688197,80.223002049,1047.85782573,0.05,939,0.000438746816083
0.256310051772,233.863712809,63.4416203375,818.702411866,0.05,940,0.000438746816083
0.256310051772,496.101250988,130.655737325,1736.53379549,0.05,941,0.000438746816083
0.256310051772,1443.05451574,373.369377639,5050.87022212,0.05,942,0.000438746816083
0.256310051772,506.332860912,133.278201794,1772.34443023,0.05,943,0.000438746816083
0.256310051772,553.694990592,145.417591705,1938.11188411,0.05,945,0.000438746816083
0.256310051772,1928.02381747,497.671884472,6748.26277817,0.05,946,0.000438746816083
0.256310051772,250.530914927,67.7135917755,877.037619282,0.05,944,0.000438746816083
0.256310051772,1640.96076173,424.094737794,5743.54208308,0.05,948,0.000438746816083
0.256310051772,857.299073799,223.234369989,3000.72617533,0.05,949,0.000438746816083
0.256310051772,962.88836537,250.297966779,3370.28869583,0.05,947,0.000438746816083
0.256310051772,1114.09456961,289.053636815,3899.51041066,0.05,950,0.000438746816083
0.256310051772,1097.99158506,284.926280011,3843.14996473,0.05,951,0.000438746816083
0.256310051772,1853.19913362,478.493565881,6486.37638469,0.05,952,0.000438746816083
0.256310051772,1441.22173531,372.899617592,5044.45549062,0.05,953,0.000438746816083
0.256310051772,1100.71340182,285.623909007,3852.67632342,0.05,954,0.000438746816083
0.256310051772,454.300631875,119.941818476,1590.2316286,0.05,955,0.000438746816083
0.256310051772,1473.51959848,381.177884573,5157.49801171,0.05,956,0.000438746816083
0.256310051772,1590.79549219,411.236874962,5567.96363971,0.05,957,0.000438746816083
0.256310051772,1121.92246577,291.060005285,3926.90804722,0.05,958,0.000438746816083
0.256310051772,1925.5497963,497.037767979,6739.60370408,0.05,959,0.000438746816083
0.256310051772,1455.10123238,376.457072205,5093.03373038,0.05,961,0.000438746816083
0.256310051772,1572.82095299,406.62981989,5505.05275252,0.05,960,0.000438746816083
0.256310051772,427.407887398,113.048937747,1496.10702293,0.05,962,0.000438746816083
0.256310051772,1161.13605051,301.110841221,4064.15559383,0.05,963,0.000438746816083
0.256310051772,1619.55505042,418.60823882,5668.6220935,0.05,964,0.000438746816083
0.256310051772,1562.10068231,403.882106755,5467.53180511,0.05,965,0.000438746816083
0.256310051772,958.668069672,249.21626257,3355.51766089,0.05,966,0.000438746816083
0.256310051772,845.076147664,220.101511159,2957.94593386,0.05,967,0.000438746816083
0.256310051772,1392.84077133,360.499090209,4875.12211669,0.05,968,0.000438746816083
0.256310051772,1391.21136754,360.081457639,4869.41920341,0.05,969,0.000438746816083
0.256310051772,655.755708612,171.576779624,2295.32439718,0.05,970,0.000438746816083
0.256310051772,7.35898548909,5.3861819517,25.935866248,0.05,971,0.000438746816083
0.256310051772,1915.4061321,494.437844882,6704.10087938,0.05,972,0.000438746816083
0.256310051772,1631.97871662,421.792549346,5712.10492519,0.05,973,0.000438746816083
0.256310051772,1099.55857953,285.327916444,3848.63444538,0.05,974,0.000438746816083
0.256310051772,1686.82404926,435.849959396,5904.06358945,0.05,975,0.000438746816083
0.256310051772,660.90025675,172.895379024,2313.33031566,0.05,976,0.000438746816083
0.256310051772,680.181429414,177.837337387,2380.81441999,0.05,977,0.000438746816083
0.256310051772,627.298511245,164.282913894,2195.72420639,0.05,978,0.000438746816083
0.256310051772,680.613756804,177.948147243,2382.32756585,0.05,979,0.000438746816083
0.256310051772,411.943055785,109.085145955,1441.98011228,0.05,980,0.000438746816083
0.256310051772,1581.89237061,408.95491541,5536.80271419,0.05,981,0.000438746816083
0.256310051772,294.254529824,78.9203937733,1030.07027142,0.05,982,0.000438746816083
0.256310051772,1174.97351141,304.65752154,4112.58670697,0.05,983,0.000438746816083
0.256310051772,25.5522513822,10.0492988746,89.6122968738,0.05,984,0.000438746816083
0.256310051772,1316.52809384,340.939383892,4608.02774548,0.05,985,0.000438746816083
0.256310051772,373.934795236,99.3432467262,1308.95120036,0.05,986,0.000438746816083
0.256310051772,1775.49971449,458.578423741,6214.42841774,0.05,987,0.000438746816083
0.256310051772,1434.34798844,371.137807176,5020.39737658,0.05,988,0.000438746816083
0.256310051772,1635.99849577,422.822859149,5726.17415223,0.05,989,0.000438746816083
0.256310051772,446.621573634,117.973598661,1563.35492476,0.05,990,0.000438746816083
